GAME20	[Event "Game 21, 3-Move WCM"]	[Black "R. King"]	[White "A. Moiseyev"]	[Result "1/2-1/2"]	[Date "2005, 5/29"]	12-16 22-18  16-19 24x15  10x19 23x16 11x20 25-22  8-11 29-25  4-8 27-23  7-10 32-27  10-15 21-17  8-12 25-21  12-16 17-13  2-7 30-25  7-10 18-14  9x18 23x7  3x10 22-17 16-19 17-14  10x17 21x14  6-9 13x6  1x17 27-23  11-16 25-21 17-22 26x17  19x26 31x22  16-19 17-14  19-23 22-17  15-18 14-9 5x14 17x10  23-26 21-17  26-31 17-14  31-26 14-9  26-23 9-6 23-19 6-2  20-24 10-6  18-22 6-1  24-27 1-5  27-31 5-1  31-27 1-5  27-23 2-6  22-25 6-10  25-29 5-9  29-25 9-5  25-22 5-9 19-16 10-15  23-18 15-10  22-17 9-13  18-22 28-24  17-21   1/2-1/2 
GAME21	[Event "Game 22, 3-Move WCM"]	[Black "A. Moiseyev"]	[White "R. King"]	[Result "1-0"]	[Date "2005, 5/29"]	12-16 22-18  16-19 24x15  10x19 23x16  11x20 21-17  6-10 17-13  1-6 26-23  8-11 25-22  10-15 23-19  15x24 28x19  7-10 29-25  4-8 18-15 11x18 22x15  9-14 25-21  14-18 30-25  10-14 31-26  6-9 13x6 2x9 26-22  18-23 27x18  14x23 15-10  20-24 10-6  24-27 6-2 27-31 2-6  9-13 6-10  23-26 19-16  8-12 16-11  26-30 22-18  13-17 21x14  30x21 11-7  31-26 7-2  26-23 10-6  21-17 14-10  23x7 2x11 17-13 11-15  5-9 15-18  12-16 18-22  9-14 6-10  14-17 22-18 17-21 18-22  13-9 10-15  9-6 15-11  16-20 11-15  3-7 15-19 7-10 19-23  6-9 23-26  20-24 26-31  24-28 31-26  9-13 26-30 10-14 22-26  14-18 26-31  18-22 31-27  22-25 30-26  25-29 27-23 29-25 26-30  25-22 23-19  13-9 19-24  9-14 24-20  14-10 20-24 10-7 24-19  22-18 19-24  18-15 24-20  7-11 20-24  11-16 24-27 16-20 27-31  20-24 31-26  15-18 26-31  21-25 30x21  18-22 32-27 24-19 27-24  19-23 24-20  23-19 31-27  28-32 27-31  19-24 20-16 32-28   1-0 
GAME22	[Event "Game 23, 3-Move WCM"]	[Black "A. Moiseyev"]	[White "R. King"]	[Result "1-0"]	[Date "2005, 5/29"]	11-16 22-18  7-11 18-14  10x17 21x14  9x18 23x14  3-7 26-23  6-9 24-19  9x18 23x14  16x23 27x18  11-15 18x11  8x15 25-22 1-6 30-25  4-8 32-27  8-11 31-26  11-16 22-17  16-20 25-21 15-19 29-25  7-11 27-23  11-16 25-22  20-24 22-18  24-27   1-0 
GAME23	[Event "Game 24, 3-Move WCM"]	[Black "R. King"]	[White "A. Moiseyev"]	[Result "1/2-1/2"]	[Date "2005, 5/29"]	11-16 22-18  7-11 25-22  3-7 29-25  16-19 24x15  10x19 23x16  12x19 21-17  9-13 17-14  6-10 27-24  10x17 24x15  17-21 32-27  11-16 18-14 2-6 22-18  6-10 15x6  1x17 18-14  8-12 28-24  4-8 27-23 8-11 24-19  16-20 14-10  7x14 19-16  12x19 23x7  14-18 26-22 17x26 31x15  5-9 15-10  13-17 7-2  9-14 2-6  14-18 6-9  17-22 1/2-1/2 
GAME24	[Event "Game 25, 3-Move WCM"]	[Black "A. Moiseyev"]	[White "R. King"]	[Result "1/2-1/2"]	[Date "2005, 5/30"]	11-16 21-17  8-11 17-14  10x17 22x13  4-8 23-18  16-20 24-19 11-16 27-23  9-14 18x9  5x14 25-22  7-10 22-18  14-17 31-27 17-21 29-25  2-7 26-22  8-11 18-15  11x18 22x15  10-14 15-11 7-10 28-24  14-17 11-8  10-15 19x10  6x15 23-19  16x23 27x11 20x27 32x23  12-16 8-4  1-5 23-18  17-22 18-14  22x29 14-10 29-25 11-7  25-22 7-2  16-20 2-7  20-24 7-11  24-27 11-15  27-32 10-6  5-9 15-10  22-17 6-2  9-14 2-6  32-27 6-9  14-18 9-14 18-23 30-25  21x30 14x21  23-26 10-15  26-31 21-17  30-26 17-14 26-23 13-9  23-19 15x24  27x20 14-18  31-27 9-6  27-31   1/2-1/2 
GAME25	[Event "Game 26, 3-Move WCM"]	[Black "R. King"]	[White "A. Moiseyev"]	[Result "1/2-1/2"]	[Date "2005, 5/30"]	11-16 21-17  8-11 17-14  10x17 22x13  9-14 25-22  16-20 24-19  11-16 29-25  4-8 19-15  16-19 23x16  12x19 27-23  8-12 23x16  12x19 32-27 14-18 15-11  7x16 22x15  3-8 25-22  2-7 27-23  5-9 30-25 9-14 22-18  14-17 18-14  17-21 14-9  21x30 9x2  7-11 15-10  8-12 10-7  11-15 7-3  30-25   1/2-1/2 
GAME26	[Event "Game 27, 3-Move WCM"]	[Black "R. King"]	[White "A. Moiseyev"]	[Result "1/2-1/2"]	[Date "2005, 5/30"]	9-13 24-20  10-14 22-18  5-9 25-22 6-10 28-24  1-5 32-28  11-15 18x11  8x15 24-19  15x24 28x19  14-17 21x14  9x25 29x22  10-14 19-15  14-18 23x14  7-10 15x6  2x25 30x21  3-7 27-23  4-8 23-18  8-11 21-17  13x22 26x17  7-10 18-14 10-15 17-13  15-18 13-9  18-22 9-6  22-25 6-2  25-30 2-6 30-25 14-10  11-15 10-7  25-22 7-3  22-18 3-7  15-19 7-11  19-24 6-10  24-28 10-15  18-22 15-19  5-9 19-23  9-14 11-15  28-32 23-19  32-28 20-16  14-17 16-11  17-21 19-23  21-25 23-26  22-17 26-30  25-29 15-19  17-21 19-23   1/2-1/2 
GAME27	[Event "Game 28, 3-Move WCM"]	[Black "A. Moiseyev"]	[White "R. King"]	[Result "1/2-1/2"]	[Date "2005, 5/30"]	9-13 24-20  10-14 22-18  5-9 25-22  6-10 28-24  10-15 22-17  13x22 26x10  7x14 30-26  15x22 26x10 2-7 29-25  7x14 25-22  1-5 23-18  14x23 27x18  9-14 18x9 5x14 22-17  14-18 17-14  18-22 14-10  12-16 10-6  22-26 31x22 16-19 24x15  11x25 6-1  8-11 1-6  11-15 6-10  15-18 10-15  18-22 20-16  25-30 21-17  22-26 16-11  26-31 15-10  30-26 17-13  3-8 11-7  8-12 7-3  4-8 13-9  8-11 3-8  11-16 8-11  16-20 10-14 20-24 9-6  24-27 32x23  26x19 14-10  19-23 10-15  31-26 6-2 26-22 2-7  23-26 7-10  26-30 10-14  30-25 14-18  25-29 18x25   1/2-1/2 
GAME28	[Event "Game 29, 3-Move WCM"]	[Black "R. King"]	[White "A. Moiseyev"]	[Result "0-1"]	[Date "2005, 5/31"]	11-16 23-18  10-14 26-23  7-10 22-17  8-11 24-19  4-8 28-24  16-20 30-26  9-13 18x9  13x22 25x18  5x14 18x9  6x13 32-28  11-16 19-15 10x19 24x15  3-7 23-18  2-6 18-14  1-5 21-17  13x22 26x17 7-11 14-10  11x18 10x1  5-9 17-13  9-14 1-6  14-17 6-10  18-22 10-14  17-21 14-17  22-26 31x22  16-19 17-14  8-11 14-10  11-16 27-24  20x27 10-15  19-23 15-19  21-25 19x26  25-30 26-31  16-20 31x24  20x27 22-17  27-31 28-24  31-27 24-20  27-23 13-9  23-18 17-13  18-15 9-5  15-11 5-1  12-16 1-6  16-19 6-10  19-24 13-9 24-27 9-6  27-31 6-2  31-26 10-7  11-8 20-16  26-23 7-3 8-12 16-11  23-18 2-6  18-15 11-7  12-16 7-2  15-18 3-7  16-19 7-10  18-22 10-14  30-26 6-10  19-23 2-6  22-18 6-9  18-22 9-13 26-30 14-17  30-26 10-14  23-19 17-21  19-23 21-25  22-18 14-17 18-15 17-22  26x17 13x22  15-10 25-21  10-6 21-17  6-10 29-25 23-19 22-18  19-16 17-13  10-6 18-15  16-12 25-22   0-1 
GAME29	[Event "Game 30, 3-Move WCM"]	[Black "A. Moiseyev"]	[White "R. King"]	[Result "1/2-1/2"]	[Date "2005, 5/31"]	11-16 23-18  10-14 26-23  7-10 22-17  16-20 24-19  8-11 30-26  11-16 28-24 9-13 18x9  5x14 32-28  13x22 25x9  6x13 19-15  10x19 24x15 16-19 23x16  12x19 29-25  4-8 27-23  19-24 28x19  20-24 25-22 24-28 19-16  28-32 16-11  8-12 23-19  32-28 11-8  2-7 15-10 7x14 22-17  13x22 26x10  28-24 19-15  12-16 8-4  24-19 15-11 16-20 11-7  20-24 7-2  24-28 2-6  19-16 31-26  28-32 26-22  32-27 6-9  27-23 9-14  23-26 21-17  26-30 17-13  30-25 22-17  25-21 13-9  16-19 17-13  19-15 4-8  3x12 9-6  15-11 6-2  12-16 14-18 16-20 18-23  20-24 2-6  24-28 6-9  21-17 10-6  1x10 9-14 10-15 14x21  28-32 21-17  11-16 17-22  15-19 23-18   1/2-1/2 
